,time,median_length,median_delay,median_speed_kmh,total_records,median_level,Year,Month,Date_no,Hour,Day,level
294,2022-07-14 15:00:00,839.0,69.5,19.25,28,2.0,2022,7,14,15,5,2
295,2022-07-14 15:00:00,540.0,138.0,12.72,11,3.0,2022,7,14,15,5,3
296,2022-07-14 15:00:00,1845.0,302.0,14.14,9,2.0,2022,7,14,15,5,2
297,2022-07-14 15:00:00,1291.0,320.0,10.52,11,3.0,2022,7,14,15,5,3
298,2022-07-14 15:00:00,350.0,73.0,10.46,3,3.0,2022,7,14,15,5,3
299,2022-07-14 16:00:00,721.0,204.0,9.6,27,3.0,2022,7,14,16,5,3
300,2022-07-14 16:00:00,2369.0,88.0,32.64,1,1.0,2022,7,14,16,5,1
301,2022-07-14 16:00:00,2596.0,93.0,31.71,7,1.0,2022,7,14,16,5,1
302,2022-07-14 16:00:00,721.0,95.0,16.105,8,2.0,2022,7,14,16,5,2
303,2022-07-14 16:00:00,624.0,70.0,15.365,2,2.0,2022,7,14,16,5,2
304,2022-07-14 17:00:00,3110.0,131.0,29.91,13,1.0,2022,7,14,17,5,1
305,2022-07-14 17:00:00,2201.0,76.0,30.69,9,1.0,2022,7,14,17,5,1
306,2022-07-14 17:00:00,624.0,69.5,15.434999,4,2.0,2022,7,14,17,5,2
307,2022-07-14 18:00:00,2201.0,73.0,31.09,3,1.0,2022,7,14,18,5,1
308,2022-07-14 19:00:00,478.0,80.5,13.505,2,3.0,2022,7,14,19,5,3
309,2022-07-14 19:00:00,1556.0,66.0,28.56,1,1.0,2022,7,14,19,5,1
310,2022-07-14 19:00:00,951.0,77.0,19.52,16,2.0,2022,7,14,19,5,2
311,2022-07-14 19:00:00,1462.0,63.5,29.18,12,1.0,2022,7,14,19,5,1
312,2022-07-14 19:00:00,2149.0,60.0,38.78,2,1.0,2022,7,14,19,5,1
313,2022-07-14 20:00:00,1249.0,129.0,18.46,3,2.0,2022,7,14,20,5,2
314,2022-07-14 20:00:00,2751.0,94.0,31.215,6,1.0,2022,7,14,20,5,1
315,2022-07-14 20:00:00,1823.0,141.0,24.9,1,2.0,2022,7,14,20,5,2
316,2022-07-14 20:00:00,418.0,62.0,12.48,5,3.0,2022,7,14,20,5,3
317,2022-07-14 20:00:00,2149.0,60.0,38.78,1,1.0,2022,7,14,20,5,1
318,2022-07-14 20:00:00,712.0,90.0,15.38,8,3.0,2022,7,14,20,5,3
319,2022-07-14 22:00:00,1698.0,72.0,27.03,15,1.0,2022,7,14,22,5,1
320,2022-07-14 23:00:00,1248.0,65.0,27.305,4,1.0,2022,7,14,23,5,1
321,2022-07-15 00:00:00,1714.0,66.0,28.11,6,1.0,2022,7,15,0,6,1
322,2022-07-15 01:00:00,1636.5,77.0,25.825,12,1.0,2022,7,15,1,6,1
323,2022-07-15 01:00:00,542.0,118.0,10.15,1,3.0,2022,7,15,1,6,3
324,2022-07-15 01:00:00,1714.0,64.0,28.39,3,1.0,2022,7,15,1,6,1
325,2022-07-15 02:00:00,2094.0,84.0,29.47,9,1.0,2022,7,15,2,6,1
326,2022-07-15 04:00:00,1071.0,63.0,25.990002,6,1.0,2022,7,15,4,6,1
327,2022-07-15 04:00:00,3240.5,163.0,30.885,14,1.0,2022,7,15,4,6,1
328,2022-07-15 05:00:00,1434.0,82.5,24.175,8,1.0,2022,7,15,5,6,1
329,2022-07-15 06:00:00,561.0,89.0,10.59,1,3.0,2022,7,15,6,6,3
330,2022-07-15 08:00:00,1248.0,74.0,25.88,2,1.0,2022,7,15,8,6,1
331,2022-07-15 08:00:00,1376.0,64.0,24.44,1,1.0,2022,7,15,8,6,1
332,2022-07-15 10:00:00,1039.0,66.0,18.86,1,2.0,2022,7,15,10,6,2
333,2022-07-15 10:00:00,316.0,93.0,8.67,5,3.0,2022,7,15,10,6,3
334,2022-07-15 10:00:00,1367.0,61.5,28.635,6,1.0,2022,7,15,10,6,1
335,2022-07-15 10:00:00,783.0,60.0,23.27,2,2.0,2022,7,15,10,6,2
336,2022-07-15 11:00:00,2320.0,117.5,24.37,12,1.0,2022,7,15,11,6,1
337,2022-07-15 11:00:00,735.0,63.0,18.9,1,2.0,2022,7,15,11,6,2
338,2022-07-15 11:00:00,2192.0,85.0,34.215,2,1.0,2022,7,15,11,6,1
339,2022-07-15 11:00:00,1177.0,83.0,25.21,1,2.0,2022,7,15,11,6,2
340,2022-07-15 13:00:00,721.0,72.0,18.79,13,2.0,2022,7,15,13,6,2
341,2022-07-15 14:00:00,1753.0,278.5,14.455,6,2.0,2022,7,15,14,6,2
342,2022-07-15 14:00:00,836.0,66.0,18.09,3,1.0,2022,7,15,14,6,1
343,2022-07-15 14:00:00,721.0,78.0,16.91,7,2.0,2022,7,15,14,6,2
344,2022-07-15 14:00:00,658.0,103.5,14.7,4,3.0,2022,7,15,14,6,3
345,2022-07-15 14:00:00,1291.0,75.0,23.25,2,1.0,2022,7,15,14,6,1
346,2022-07-15 14:00:00,2030.0,365.0,13.16,18,3.0,2022,7,15,14,6,3
347,2022-07-15 14:00:00,497.0,61.0,13.79,7,2.0,2022,7,15,14,6,2
348,2022-07-15 15:00:00,3027.0,216.0,20.62,3,1.0,2022,7,15,15,6,1
349,2022-07-15 15:00:00,2517.0,237.0,19.78,6,2.0,2022,7,15,15,6,2
350,2022-07-15 15:00:00,922.0,76.0,12.73,5,3.0,2022,7,15,15,6,3
351,2022-07-15 15:00:00,658.0,82.0,15.48,12,3.0,2022,7,15,15,6,3
352,2022-07-15 16:00:00,316.0,109.5,7.77,10,3.0,2022,7,15,16,6,3
353,2022-07-15 16:00:00,2204.0,70.0,32.93,9,1.0,2022,7,15,16,6,1
354,2022-07-15 16:00:00,1462.0,65.0,29.05,15,1.0,2022,7,15,16,6,1
355,2022-07-15 17:00:00,1975.0,143.0,21.65,26,2.0,2022,7,15,17,6,2
356,2022-07-15 17:00:00,1200.0,136.5,16.345,2,3.0,2022,7,15,17,6,3
357,2022-07-15 17:00:00,2204.0,67.0,33.32,3,1.0,2022,7,15,17,6,1
358,2022-07-15 17:00:00,472.0,83.0,14.12,5,3.0,2022,7,15,17,6,3
359,2022-07-15 17:00:00,1887.0,104.0,27.54,25,1.0,2022,7,15,17,6,1
360,2022-07-15 17:00:00,2079.0,69.0,35.38,9,1.0,2022,7,15,17,6,1
361,2022-07-15 17:00:00,1676.0,75.0,27.35,1,2.0,2022,7,15,17,6,2
362,2022-07-15 18:00:00,1367.0,63.0,28.79,5,1.0,2022,7,15,18,6,1
363,2022-07-15 19:00:00,626.0,77.5,12.27,2,3.0,2022,7,15,19,6,3
364,2022-07-15 19:00:00,956.0,96.0,14.27,7,2.0,2022,7,15,19,6,2
365,2022-07-15 20:00:00,658.0,65.0,17.97,2,2.0,2022,7,15,20,6,2
366,2022-07-15 20:00:00,1462.0,104.5,23.849998,2,2.0,2022,7,15,20,6,2
367,2022-07-15 20:00:00,2433.0,122.5,28.135,8,2.0,2022,7,15,20,6,2
368,2022-07-15 20:00:00,2449.0,90.0,34.51,11,1.0,2022,7,15,20,6,1
369,2022-07-15 22:00:00,553.0,74.0,15.84,3,2.0,2022,7,15,22,6,2
370,2022-07-15 23:00:00,1509.0,75.0,29.24,2,1.0,2022,7,15,23,6,1
371,2022-07-16 00:00:00,2201.0,114.0,26.95,2,1.0,2022,7,16,0,7,1
372,2022-07-16 01:00:00,590.0,70.0,16.24,9,2.0,2022,7,16,1,7,2
373,2022-07-16 06:00:00,2194.0,80.0,28.38,1,1.0,2022,7,16,6,7,1
374,2022-07-16 07:00:00,1466.0,77.5,27.29,6,1.0,2022,7,16,7,7,1
375,2022-07-16 07:00:00,316.0,107.0,7.82,5,3.0,2022,7,16,7,7,3
376,2022-07-16 08:00:00,712.0,186.0,9.77,9,3.0,2022,7,16,8,7,3
377,2022-07-16 08:00:00,839.0,143.0,13.23,6,3.0,2022,7,16,8,7,3
378,2022-07-16 08:00:00,316.0,104.0,7.96,5,3.0,2022,7,16,8,7,3
379,2022-07-16 08:00:00,358.0,163.0,6.79,1,4.0,2022,7,16,8,7,4
380,2022-07-16 09:00:00,721.0,66.0,19.71,3,2.0,2022,7,16,9,7,2
381,2022-07-16 09:00:00,1698.0,99.0,25.37,15,1.0,2022,7,16,9,7,1
382,2022-07-16 10:00:00,1455.0,66.0,24.24,17,1.0,2022,7,16,10,7,1
383,2022-07-16 10:00:00,839.0,70.0,19.46,9,2.0,2022,7,16,10,7,2
384,2022-07-16 11:00:00,1462.0,63.0,29.54,5,1.0,2022,7,16,11,7,1
385,2022-07-16 11:00:00,418.0,97.0,9.64,9,3.0,2022,7,16,11,7,3
386,2022-07-16 11:00:00,839.0,95.0,16.805,12,2.0,2022,7,16,11,7,2
387,2022-07-16 12:00:00,2283.0,74.0,31.58,3,1.0,2022,7,16,12,7,1
388,2022-07-16 14:00:00,1625.0,100.5,24.225,10,2.0,2022,7,16,14,7,2
389,2022-07-16 14:00:00,1823.0,75.0,28.32,9,1.0,2022,7,16,14,7,1
390,2022-07-16 14:00:00,1650.0,73.5,29.515,20,1.0,2022,7,16,14,7,1
391,2022-07-16 14:00:00,346.0,157.0,5.88,19,4.0,2022,7,16,14,7,4
392,2022-07-16 14:00:00,360.0,127.5,8.07,10,3.0,2022,7,16,14,7,3
393,2022-07-16 15:00:00,665.0,425.0,4.28,1,3.0,2022,7,16,15,7,3
394,2022-07-16 15:00:00,665.0,132.0,9.01,3,2.0,2022,7,16,15,7,2
395,2022-07-16 16:00:00,796.0,80.0,16.92,3,2.0,2022,7,16,16,7,2
396,2022-07-16 16:00:00,2370.0,172.0,27.24,11,1.0,2022,7,16,16,7,1
397,2022-07-16 16:00:00,576.0,77.0,14.26,7,3.0,2022,7,16,16,7,3
398,2022-07-16 16:00:00,1303.0,111.0,24.96,21,1.0,2022,7,16,16,7,1
399,2022-07-16 16:00:00,721.0,63.5,20.02,6,2.0,2022,7,16,16,7,2
400,2022-07-16 17:00:00,346.0,66.5,10.280001,4,3.0,2022,7,16,17,7,3
401,2022-07-16 18:00:00,1789.0,60.0,26.5,4,1.0,2022,7,16,18,7,1
402,2022-07-16 18:00:00,946.0,77.0,20.725,2,2.0,2022,7,16,18,7,2
403,2022-07-16 18:00:00,585.0,60.0,16.22,1,2.0,2022,7,16,18,7,2
404,2022-07-16 18:00:00,1005.0,101.0,17.59,11,3.0,2022,7,16,18,7,3
405,2022-07-16 18:00:00,2194.0,136.0,23.77,7,1.0,2022,7,16,18,7,1
406,2022-07-16 18:00:00,2201.0,163.0,22.97,9,2.0,2022,7,16,18,7,2
407,2022-07-16 19:00:00,1519.0,115.5,21.805,4,2.0,2022,7,16,19,7,2
408,2022-07-16 19:00:00,1556.0,86.0,25.42,9,2.0,2022,7,16,19,7,2
409,2022-07-16 19:00:00,562.0,104.5,13.125,2,3.0,2022,7,16,19,7,3
410,2022-07-16 19:00:00,996.0,72.0,21.91,9,1.0,2022,7,16,19,7,1
411,2022-07-16 19:00:00,2030.0,101.0,25.55,6,1.0,2022,7,16,19,7,1
412,2022-07-16 19:00:00,361.0,77.0,8.89,15,3.0,2022,7,16,19,7,3
413,2022-07-16 20:00:00,562.0,101.5,13.255,8,3.0,2022,7,16,20,7,3
414,2022-07-16 20:00:00,1887.0,76.0,29.08,11,1.0,2022,7,16,20,7,1
415,2022-07-16 20:00:00,271.0,99.0,6.32,3,3.0,2022,7,16,20,7,3
416,2022-07-16 20:00:00,185.0,93.5,4.765,2,4.0,2022,7,16,20,7,4
417,2022-07-16 20:00:00,2232.0,61.0,38.46,1,1.0,2022,7,16,20,7,1
418,2022-07-16 22:00:00,1621.0,67.0,34.1,11,1.0,2022,7,16,22,7,1
419,2022-07-16 23:00:00,1132.0,73.0,25.035,4,1.0,2022,7,16,23,7,1
420,2022-07-17 10:00:00,1026.0,67.5,22.9,4,2.0,2022,7,17,10,1,2
421,2022-07-17 11:00:00,994.0,94.0,19.16,7,2.0,2022,7,17,11,1,2
422,2022-07-17 12:00:00,658.0,68.0,18.41,5,2.0,2022,7,17,12,1,2
423,2022-07-17 12:00:00,2567.0,105.0,29.505001,4,1.0,2022,7,17,12,1,1
424,2022-07-17 13:00:00,843.0,69.0,21.43,2,2.0,2022,7,17,13,1,2
425,2022-07-17 13:00:00,307.0,76.5,8.455,10,3.0,2022,7,17,13,1,3
426,2022-07-17 13:00:00,569.0,194.0,8.49,3,4.0,2022,7,17,13,1,4
427,2022-07-17 13:00:00,346.0,83.0,9.02,9,3.0,2022,7,17,13,1,3
428,2022-07-17 13:00:00,866.0,112.0,15.11,5,3.0,2022,7,17,13,1,3
429,2022-07-17 14:00:00,346.0,92.0,8.49,4,3.0,2022,7,17,14,1,3
430,2022-07-17 14:00:00,346.0,141.5,6.35,10,4.0,2022,7,17,14,1,4
431,2022-07-17 14:00:00,721.0,97.0,15.02,13,2.0,2022,7,17,14,1,2
432,2022-07-17 14:00:00,260.0,96.0,7.79,4,3.0,2022,7,17,14,1,3
433,2022-07-17 14:00:00,1698.0,100.0,25.48,4,1.0,2022,7,17,14,1,1
434,2022-07-17 14:00:00,361.0,63.0,9.88,2,3.0,2022,7,17,14,1,3
435,2022-07-17 15:00:00,1404.0,63.0,37.22,7,1.0,2022,7,17,15,1,1
436,2022-07-17 15:00:00,540.0,108.5,12.309999,6,3.0,2022,7,17,15,1,3
437,2022-07-17 15:00:00,1404.0,66.0,36.495,4,2.0,2022,7,17,15,1,2
438,2022-07-17 15:00:00,1932.0,90.0,32.54,3,1.0,2022,7,17,15,1,1
439,2022-07-17 15:00:00,346.0,98.0,8.16,24,3.0,2022,7,17,15,1,3
440,2022-07-17 15:00:00,346.0,134.0,6.58,16,4.0,2022,7,17,15,1,4
441,2022-07-17 15:00:00,721.0,80.0,17.76,19,2.0,2022,7,17,15,1,2
442,2022-07-17 16:00:00,1045.0,75.0,19.59,6,1.0,2022,7,17,16,1,1
443,2022-07-17 16:00:00,1481.0,106.0,25.5,6,2.0,2022,7,17,16,1,2
444,2022-07-17 16:00:00,898.0,82.0,18.035,30,2.0,2022,7,17,16,1,2
445,2022-07-17 16:00:00,721.0,128.0,13.325001,12,3.0,2022,7,17,16,1,3
446,2022-07-17 16:00:00,1462.0,72.0,27.94,3,1.0,2022,7,17,16,1,1
447,2022-07-17 16:00:00,2201.0,174.0,22.25,8,2.0,2022,7,17,16,1,2
448,2022-07-17 16:00:00,2695.0,382.0,16.26,8,3.0,2022,7,17,16,1,3
449,2022-07-17 17:00:00,1537.0,147.0,20.33,9,2.0,2022,7,17,17,1,2
450,2022-07-17 17:00:00,1640.0,76.0,28.575,8,1.0,2022,7,17,17,1,1
451,2022-07-17 17:00:00,778.5,96.5,15.945,4,3.0,2022,7,17,17,1,3
452,2022-07-17 17:00:00,316.0,82.0,9.41,3,3.0,2022,7,17,17,1,3
453,2022-07-17 17:00:00,1462.0,72.0,27.48,2,1.0,2022,7,17,17,1,1
454,2022-07-17 18:00:00,1462.0,72.0,27.9,5,1.0,2022,7,17,18,1,1
455,2022-07-17 18:00:00,1722.0,98.0,26.61,3,2.0,2022,7,17,18,1,2
456,2022-07-17 18:00:00,1552.0,64.0,33.370003,4,1.0,2022,7,17,18,1,1
457,2022-07-17 19:00:00,1535.0,72.0,27.62,21,1.0,2022,7,17,19,1,1
458,2022-07-17 19:00:00,1367.0,78.0,21.99,11,2.0,2022,7,17,19,1,2
459,2022-07-17 20:00:00,941.0,347.0,8.1,3,3.0,2022,7,17,20,1,3
460,2022-07-17 20:00:00,941.0,357.0,7.92,2,4.0,2022,7,17,20,1,4
461,2022-07-17 21:00:00,1534.0,132.0,22.67,4,2.0,2022,7,17,21,1,2
462,2022-07-17 21:00:00,2283.0,101.0,28.46,9,1.0,2022,7,17,21,1,1
463,2022-07-17 21:00:00,3031.0,99.0,37.08,13,1.0,2022,7,17,21,1,1
464,2022-07-17 22:00:00,2217.0,108.0,25.69,6,1.0,2022,7,17,22,1,1
465,2022-07-17 23:00:00,2232.0,76.0,35.87,1,1.0,2022,7,17,23,1,1
466,2022-07-17 23:00:00,757.0,85.0,20.48,3,2.0,2022,7,17,23,1,2
467,2022-07-18 02:00:00,2283.0,63.0,32.96,3,1.0,2022,7,18,2,2,1
468,2022-07-18 07:00:00,779.0,73.0,17.9,2,3.0,2022,7,18,7,2,3
469,2022-07-18 09:00:00,1108.0,65.0,29.37,1,1.0,2022,7,18,9,2,1
470,2022-07-18 10:00:00,1108.0,68.0,25.93,11,1.0,2022,7,18,10,2,1
471,2022-07-18 10:00:00,2068.0,110.0,29.1,13,1.0,2022,7,18,10,2,1
472,2022-07-18 12:00:00,839.0,64.0,20.24,11,2.0,2022,7,18,12,2,2
473,2022-07-18 13:00:00,634.0,197.5,9.35,2,3.0,2022,7,18,13,2,3
474,2022-07-18 13:00:00,634.0,322.5,6.185,14,4.0,2022,7,18,13,2,4
475,2022-07-18 16:00:00,1367.0,63.0,28.39,2,1.0,2022,7,18,16,2,1
476,2022-07-18 17:00:00,1462.0,64.0,29.25,9,1.0,2022,7,18,17,2,1
477,2022-07-18 17:00:00,1676.0,66.0,32.42,10,1.0,2022,7,18,17,2,1
478,2022-07-18 18:00:00,1625.0,68.0,28.53,5,1.0,2022,7,18,18,2,1
479,2022-07-18 18:00:00,1283.0,63.5,28.91,10,1.0,2022,7,18,18,2,1
480,2022-07-18 18:00:00,1005.0,89.0,18.63,7,2.0,2022,7,18,18,2,2
481,2022-07-18 18:00:00,1005.0,93.0,18.305,2,3.0,2022,7,18,18,2,3
482,2022-07-18 19:00:00,1660.0,70.0,29.8,9,1.0,2022,7,18,19,2,1
483,2022-07-18 19:00:00,1676.0,81.5,26.585,2,2.0,2022,7,18,19,2,2
484,2022-07-18 20:00:00,1810.0,124.0,23.2,2,2.0,2022,7,18,20,2,2
485,2022-07-18 20:00:00,1676.0,81.0,26.61,2,2.0,2022,7,18,20,2,2
486,2022-07-19 09:00:00,712.0,65.0,18.06,11,2.0,2022,7,19,9,3,2
487,2022-07-19 11:00:00,1291.0,69.0,24.99,11,1.0,2022,7,19,11,3,1
488,2022-07-19 12:00:00,1271.0,101.0,26.6,3,1.0,2022,7,19,12,3,1
489,2022-07-19 12:00:00,1672.0,64.0,28.38,12,1.0,2022,7,19,12,3,1
490,2022-07-19 12:00:00,375.0,62.5,10.785,2,3.0,2022,7,19,12,3,3
491,2022-07-19 14:00:00,1535.0,64.0,28.88,3,1.0,2022,7,19,14,3,1
492,2022-07-19 14:00:00,665.0,60.0,18.75,1,2.0,2022,7,19,14,3,2
493,2022-07-19 16:00:00,297.0,133.0,6.23,10,4.0,2022,7,19,16,3,4
494,2022-07-19 16:00:00,935.0,91.0,22.51,9,2.0,2022,7,19,16,3,2
495,2022-07-19 19:00:00,346.0,101.0,9.35,9,3.0,2022,7,19,19,3,3
496,2022-07-19 19:00:00,1367.0,68.0,27.61,8,1.0,2022,7,19,19,3,1
497,2022-07-20 06:00:00,561.0,93.0,10.35,1,3.0,2022,7,20,6,4,3
498,2022-07-20 06:00:00,2449.0,79.0,35.99,11,1.0,2022,7,20,6,4,1
499,2022-07-20 08:00:00,418.0,70.0,11.78,6,3.0,2022,7,20,8,4,3
500,2022-07-20 09:00:00,958.0,65.0,21.46,1,2.0,2022,7,20,9,4,2
501,2022-07-20 09:00:00,489.5,93.0,10.495,2,3.0,2022,7,20,9,4,3
502,2022-07-20 11:00:00,466.0,65.0,12.77,7,2.0,2022,7,20,11,4,2
503,2022-07-20 11:00:00,649.0,64.0,16.24,1,3.0,2022,7,20,11,4,3
504,2022-07-20 11:00:00,1153.0,66.0,25.83,1,1.0,2022,7,20,11,4,1
505,2022-07-20 11:00:00,712.0,68.0,17.76,9,2.0,2022,7,20,11,4,2
506,2022-07-20 12:00:00,1153.0,65.0,26.08,9,1.0,2022,7,20,12,4,1
507,2022-07-20 14:00:00,1862.0,101.0,26.82,9,1.0,2022,7,20,14,4,1
508,2022-07-20 15:00:00,1845.0,97.0,25.03,15,1.0,2022,7,20,15,4,1
509,2022-07-20 16:00:00,918.0,79.0,22.225,4,1.0,2022,7,20,16,4,1
510,2022-07-20 16:00:00,721.0,142.0,12.465,2,3.0,2022,7,20,16,4,3
511,2022-07-20 16:00:00,2191.0,209.0,18.689999,8,2.0,2022,7,20,16,4,2
512,2022-07-20 17:00:00,1681.0,161.0,20.19,5,2.0,2022,7,20,17,4,2
513,2022-07-20 17:00:00,1877.0,169.0,18.21,7,3.0,2022,7,20,17,4,3
514,2022-07-20 17:00:00,721.0,139.0,12.68,3,3.0,2022,7,20,17,4,3
515,2022-07-20 18:00:00,408.0,82.0,10.29,2,3.0,2022,7,20,18,4,3
516,2022-07-20 19:00:00,649.0,65.0,16.12,1,3.0,2022,7,20,19,4,3
517,2022-07-20 19:00:00,560.0,63.0,16.69,1,2.0,2022,7,20,19,4,2
518,2022-07-20 19:00:00,497.0,62.0,13.54,1,2.0,2022,7,20,19,4,2
519,2022-07-20 20:00:00,649.0,63.5,16.295,10,3.0,2022,7,20,20,4,3
520,2022-07-20 20:00:00,199.0,126.5,4.775,10,4.0,2022,7,20,20,4,4
521,2022-07-20 22:00:00,1737.0,89.0,25.74,11,1.0,2022,7,20,22,4,1
522,2022-07-20 22:00:00,1421.0,111.0,23.11,11,1.0,2022,7,20,22,4,1
523,2022-07-21 06:00:00,902.0,89.5,21.755001,2,2.0,2022,7,21,6,5,2
524,2022-07-21 06:00:00,1039.0,70.0,22.41,9,2.0,2022,7,21,6,5,2
525,2022-07-21 07:00:00,659.0,63.0,18.42,2,2.0,2022,7,21,7,5,2
526,2022-07-21 09:00:00,418.0,68.0,11.85,1,3.0,2022,7,21,9,5,3
527,2022-07-21 10:00:00,1196.0,69.0,26.47,9,2.0,2022,7,21,10,5,2
528,2022-07-21 10:00:00,2937.0,89.0,37.58,1,1.0,2022,7,21,10,5,1
529,2022-07-21 11:00:00,2937.0,86.5,37.885002,10,1.0,2022,7,21,11,5,1
530,2022-07-21 15:00:00,2458.0,101.0,31.96,7,1.0,2022,7,21,15,5,1
531,2022-07-21 15:00:00,1376.0,63.0,23.89,5,1.0,2022,7,21,15,5,1
532,2022-07-21 15:00:00,922.0,93.0,26.28,5,1.0,2022,7,21,15,5,1
533,2022-07-21 16:00:00,478.0,62.0,14.14,9,3.0,2022,7,21,16,5,3
534,2022-07-21 16:00:00,1065.0,65.0,23.99,2,2.0,2022,7,21,16,5,2
535,2022-07-21 16:00:00,2144.0,87.0,32.0,7,1.0,2022,7,21,16,5,1
536,2022-07-21 19:00:00,1039.0,67.0,18.79,1,2.0,2022,7,21,19,5,2
537,2022-07-21 19:00:00,836.0,71.5,18.4,4,1.0,2022,7,21,19,5,1
538,2022-07-21 19:00:00,1832.0,117.5,21.955,8,2.0,2022,7,21,19,5,2
539,2022-07-21 19:00:00,1889.0,69.0,30.39,13,1.0,2022,7,21,19,5,1
540,2022-07-21 20:00:00,1698.0,85.0,26.83,3,1.0,2022,7,21,20,5,1
541,2022-07-21 21:00:00,1354.0,104.0,24.994999,2,1.0,2022,7,21,21,5,1
542,2022-07-21 22:00:00,2524.0,116.0,27.82,17,1.0,2022,7,21,22,5,1
543,2022-07-21 23:00:00,629.0,63.0,17.55,1,2.0,2022,7,21,23,5,2
544,2022-07-22 01:00:00,2989.0,100.0,36.36,5,1.0,2022,7,22,1,6,1
545,2022-07-22 09:00:00,2079.0,67.0,35.059998,10,1.0,2022,7,22,9,6,1
546,2022-07-22 10:00:00,692.0,75.0,15.35,5,2.0,2022,7,22,10,6,2
547,2022-07-22 10:00:00,994.0,61.0,25.18,4,2.0,2022,7,22,10,6,2
548,2022-07-22 10:00:00,1722.0,109.0,25.12,3,2.0,2022,7,22,10,6,2
549,2022-07-22 10:00:00,598.0,93.0,10.71,10,3.0,2022,7,22,10,6,3
550,2022-07-22 11:00:00,698.0,64.0,18.22,1,3.0,2022,7,22,11,6,3
551,2022-07-22 11:00:00,1069.0,92.0,18.67,9,2.0,2022,7,22,11,6,2
552,2022-07-22 11:00:00,361.0,84.0,8.49,5,3.0,2022,7,22,11,6,3
553,2022-07-22 12:00:00,561.0,87.0,10.7,2,3.0,2022,7,22,12,6,3
554,2022-07-22 12:00:00,501.0,67.0,12.42,9,2.0,2022,7,22,12,6,2
555,2022-07-22 14:00:00,357.0,100.0,9.57,9,3.0,2022,7,22,14,6,3
556,2022-07-22 14:00:00,839.0,66.0,19.94,1,2.0,2022,7,22,14,6,2
557,2022-07-22 14:00:00,1065.0,118.0,18.01,1,2.0,2022,7,22,14,6,2
558,2022-07-22 15:00:00,1127.0,79.0,32.1,2,1.0,2022,7,22,15,6,1
559,2022-07-22 15:00:00,540.0,69.0,15.8,9,3.0,2022,7,22,15,6,3
560,2022-07-22 15:00:00,721.0,82.0,18.74,10,2.0,2022,7,22,15,6,2
561,2022-07-22 15:00:00,783.0,68.0,21.69,2,2.0,2022,7,22,15,6,2
562,2022-07-22 17:00:00,1419.0,85.0,23.8,9,2.0,2022,7,22,17,6,2
563,2022-07-22 17:00:00,1462.0,66.0,28.29,1,1.0,2022,7,22,17,6,1
564,2022-07-22 20:00:00,1887.0,79.0,28.685,14,1.0,2022,7,22,20,6,1
565,2022-07-22 20:00:00,1261.0,70.0,20.19,4,2.0,2022,7,22,20,6,2
566,2022-07-22 20:00:00,553.0,60.0,12.75,5,3.0,2022,7,22,20,6,3
567,2022-07-22 20:00:00,887.0,86.0,19.775,4,2.0,2022,7,22,20,6,2
568,2022-07-22 21:00:00,887.0,83.0,20.13,7,2.0,2022,7,22,21,6,2
569,2022-07-22 22:00:00,3492.0,135.0,34.95,15,1.0,2022,7,22,22,6,1
570,2022-07-23 05:00:00,2756.0,110.0,27.54,1,1.0,2022,7,23,5,7,1
571,2022-07-23 05:00:00,1109.0,67.0,25.65,4,2.0,2022,7,23,5,7,2
572,2022-07-23 06:00:00,1625.0,88.0,25.7,7,2.0,2022,7,23,6,7,2
573,2022-07-23 06:00:00,1322.0,85.0,25.79,3,1.0,2022,7,23,6,7,1
574,2022-07-23 06:00:00,1699.0,112.0,24.279999,10,2.0,2022,7,23,6,7,2
575,2022-07-23 08:00:00,2030.0,89.0,26.7,7,1.0,2022,7,23,8,7,1
576,2022-07-23 09:00:00,228.0,113.0,6.36,1,4.0,2022,7,23,9,7,4
577,2022-07-23 11:00:00,835.0,92.0,13.51,2,2.0,2022,7,23,11,7,2
578,2022-07-23 12:00:00,1650.0,75.0,29.27,12,1.0,2022,7,23,12,7,1
579,2022-07-23 12:00:00,2309.0,143.0,22.970001,4,2.0,2022,7,23,12,7,2
580,2022-07-23 12:00:00,2012.0,74.5,29.71,12,1.0,2022,7,23,12,7,1
581,2022-07-23 12:00:00,418.0,77.0,11.08,9,3.0,2022,7,23,12,7,3
582,2022-07-23 13:00:00,380.0,78.0,8.61,17,3.0,2022,7,23,13,7,3
583,2022-07-23 13:00:00,2191.0,89.0,28.310001,4,1.0,2022,7,23,13,7,1
584,2022-07-23 13:00:00,887.0,78.0,20.88,3,2.0,2022,7,23,13,7,2
585,2022-07-23 13:00:00,1005.0,98.0,17.84,13,3.0,2022,7,23,13,7,3
586,2022-07-23 15:00:00,658.0,73.0,16.515,10,2.0,2022,7,23,15,7,2
587,2022-07-23 15:00:00,1887.0,76.0,29.03,2,1.0,2022,7,23,15,7,1
588,2022-07-23 16:00:00,282.0,94.0,8.39,5,3.0,2022,7,23,16,7,3
589,2022-07-23 16:00:00,418.0,73.0,11.41,8,3.0,2022,7,23,16,7,3
590,2022-07-23 17:00:00,1698.0,74.5,28.545,14,1.0,2022,7,23,17,7,1
591,2022-07-23 17:00:00,561.0,94.0,10.23,11,3.0,2022,7,23,17,7,3
592,2022-07-23 18:00:00,1489.0,78.5,25.29,8,1.0,2022,7,23,18,7,1
